nature_juridique,8150,Régime maladie des non-salariés non agricoles 
nature_juridique,8160,Régime vieillesse ne dépendant pas du régime général de la Sécurité Sociale
nature_juridique,8170,Régime d'assurance chômage 
nature_juridique,8190,Autre régime de prévoyance sociale 
nature_juridique,8210,Mutuelle 
nature_juridique,8250,Assurance mutuelle agricole 
nature_juridique,8290,Autre organisme mutualiste 
nature_juridique,8310,Comité social économique d’entreprise
nature_juridique,8311,Comité social économique d'établissement 
nature_juridique,8410,Syndicat de salariés 
nature_juridique,8420,Syndicat patronal 
nature_juridique,8450,Ordre professionnel ou assimilé 
nature_juridique,8470,Centre technique industriel ou comité professionnel du développement économique 
nature_juridique,8490,Autre organisme professionnel 
nature_juridique,8510,Institution de prévoyance 
nature_juridique,8520,Institution de retraite supplémentaire 
nature_juridique,9110,Syndicat de copropriété 
nature_juridique,9150,Association syndicale libre 
nature_juridique,9210,Association non déclarée 
nature_juridique,9220,Association déclarée 
nature_juridique,9221,Association déclarée d'insertion par l'économique
nature_juridique,9222,Association intermédiaire 
nature_juridique,9223,Groupement d'employeurs 
nature_juridique,9224,Association d'avocats à responsabilité professionnelle individuelle
nature_juridique,9230,"Association déclarée, reconnue d'utilité publique"
nature_juridique,9240,Congrégation 
nature_juridique,9260,"Association de droit local (Bas-Rhin, Haut-Rhin et Moselle)"
nature_juridique,9300,Fondation 
nature_juridique,9900,Autre personne morale de droit privé 
nature_juridique,9970,Groupement de coopération sanitaire à gestion privée
