Code SINOE EPCI adherant,Nom adherant,Code sinoe SYNDICAT,Nom syndicat
1883,Cc Charente Arnoult Coeur de Saintonge,3874,Syndicat Mixte Cyclad
2168,Cc de lIle de Re,3874,Syndicat Mixte Cyclad
53221,Communauté dAgglomération de Saintes,3874,Syndicat Mixte Cyclad
56424,Communauté de Communes Aunis Atlantique,3874,Syndicat Mixte Cyclad
56425,Communauté de Communes Aunis Sud,3874,Syndicat Mixte Cyclad
56426,Communauté de Communes des Vals de Saintonge,3874,Syndicat Mixte Cyclad
179,Communauté de Communes de la Vallee dOssau,3939,Syndicat Mixte pour le Traitement des Dechets Menagers et Assimiles du Bassin-est
57905,Communauté dAgglomération Pau Béarn Pyrénées,3939,Syndicat Mixte pour le Traitement des Dechets Menagers et Assimiles du Bassin-est
57909,Communauté de Communes du Haut Béarn,3939,Syndicat Mixte pour le Traitement des Dechets Menagers et Assimiles du Bassin-est
928,Communauté de Communes du Pays de Nay,3939,Syndicat Mixte pour le Traitement des Dechets Menagers et Assimiles du Bassin-est
24043,Communauté de Communes du Thouarsais,3958,Smited
56364,Communauté dAgglomération du Bocage Bressuirais,3958,Smited
56434,Communauté de Communes Airvaudais Val du Thouet,3958,Smited
56466,Communauté de Communes Parthenay Gâtine,3958,Smited
57889,Communauté de Communes du Mellois en Poitou,3958,Smited
54069,Communauté de Communes Pévèle Carembault,3978,Symideme
57843,Communauté de Communes Lyons Andelle,4004,Syndicat de Gestion des Om de lEst et du Nord de lEure
57844,Communauté de Communes du Vexin Normand,4004,Syndicat de Gestion des Om de lEst et du Nord de lEure
57912,Communauté de Communes des 4 Rivières,4004,Syndicat de Gestion des Om de lEst et du Nord de lEure
1307,Smictom de la Bruyère,4024,Syvedac
21289,Communauté de Communes Coeur de Nacre,4024,Syvedac
57815,Communauté de Communes Normandie-cabourg-pays dAuge,4024,Syvedac
57818,Communauté de Communes Vallées de lOrne et de lOdon,4024,Syvedac
57825,Communauté Urbaine de Caen la Mer,4024,Syvedac
2052,Communauté de Communes de la Region de Blain,4042,Syndicat Mixte Centre Nord Atlantique
224,Communauté de Communes de Nozay,4042,Syndicat Mixte Centre Nord Atlantique
31692,Communauté de Communes du Pays de Pontchâteau St Gildas des Bois,4042,Syndicat Mixte Centre Nord Atlantique
494,Communauté de Communes dErdre et Gesvres,4042,Syndicat Mixte Centre Nord Atlantique
57568,Communauté de Communes Estuaire et Sillon,4042,Syndicat Mixte Centre Nord Atlantique
2382,Communauté de Communes Coeur du Var,4085,Syndicat Intercommunal pour la Valorisation et lElimination des Dechets Nouvelle Génération
59470,Communauté dAgglomération Provence Verte,4085,Syndicat Intercommunal pour la Valorisation et lElimination des Dechets Nouvelle Génération
57692,Communauté de Communes Somme Sud-ouest,4087,Trinoval
653,Communauté de Communes de la Picardie Verte,4087,Trinoval
283,Questembert Communauté,4240,Syndicat du Sud Est Morbihan
39341,Communauté de Communes Arc Sud Bretagne,4240,Syndicat du Sud Est Morbihan
57404,Golfe du Morbihan - Vannes Agglomération,4240,Syndicat du Sud Est Morbihan
1080,Communauté de Communes du Pays dAlésia et de la Seine,4255,Syndicat Mixte de Haute Côte dOr
1600,Communauté de Communes du Montbardois,4255,Syndicat Mixte de Haute Côte dOr
4887,Communauté de Communes du Pays Châtillonnais,4255,Syndicat Mixte de Haute Côte dOr
57533,Communauté de Communes des Terres dAuxois,4255,Syndicat Mixte de Haute Côte dOr
1572,Smictom de la Vallée de lAuthion,4439,Sivert de lEst Anjou
857,Smipe Val Touraine Anjou,4439,Sivert de lEst Anjou
1499,Communauté de Communes du Pays de Meslay Grez,4633,Conseil Départemental de la Mayenne
2217,Communauté dAgglomération de Laval,4633,Conseil Départemental de la Mayenne
432,Communauté de Communes du Pays de Chateau-gontier,4633,Conseil Départemental de la Mayenne
4446,Communauté de Communes de lErnee,4633,Conseil Départemental de la Mayenne
4634,Communauté de Communes du Bocage Mayennais,4633,Conseil Départemental de la Mayenne
53064,Communauté de Communes du Mont des Avaloirs,4633,Conseil Départemental de la Mayenne
56636,Communauté de Communes du Pays de Craon,4633,Conseil Départemental de la Mayenne
56637,Communauté de Communes Mayenne Communauté,4633,Conseil Départemental de la Mayenne
733,Communauté de Communes des Coëvrons,4633,Conseil Départemental de la Mayenne
1426,Sictom Sud-est,4654,Trigone
1819,Sictom de Condom,4654,Trigone
2279,Syndicat Intercommunal de la Lomagne,4654,Trigone
477,Sictom Est,4654,Trigone
1755,Ca du Grand Chatelleraudais,4787,Syndicat Interdepartemental Mixte pour lEquipement Rural
57852,Communauté de Communes Vienne et Gartempe,4787,Syndicat Interdepartemental Mixte pour lEquipement Rural
57856,Communauté de Communes du Civraisien en Poitou,4787,Syndicat Interdepartemental Mixte pour lEquipement Rural
25,Communauté de Communes du Pays Solesmois,5000,Syndicat Intercommunal de Valorisation des Dechets Ménagers du Hainaut Valenciennois Ecovalor
2841,Communauté dAgglomération Valenciennes Métropole,5000,Syndicat Intercommunal de Valorisation des Dechets Ménagers du Hainaut Valenciennois Ecovalor
54449,Communauté de Communes Coeur de France,5069,Smirtom du Saint Amandois
54450,Communauté de Communes des Trois Provinces,5069,Smirtom du Saint Amandois
54451,Communauté de Communes des Portes du Berry Entre Loire et Val dAubois,5069,Smirtom du Saint Amandois
54452,Communauté de Communes du Pays de Nérondes,5069,Smirtom du Saint Amandois
54453,Communauté de Communes Arnon Boischaut Cher,5069,Smirtom du Saint Amandois
56658,Communauté de Communes Berry Grand Sud,5069,Smirtom du Saint Amandois
57577,Communauté de Communes les Bertranges,5069,Smirtom du Saint Amandois
57766,Communauté de Communes Entre Beauce et Perche,5096,Sirtom de Courville, la Loupe, Senonches
57767,Communauté de Communes des Forêts du Perche,5096,Sirtom de Courville, la Loupe, Senonches
57770,Communauté de Communes Terres de Perche,5096,Sirtom de Courville, la Loupe, Senonches
55634,Communauté de Communes Bugey Sud,5212,Sitom Nord Isere
57181,Communauté de Communes Lyon Saint Exupéry en Dauphiné,5212,Sitom Nord Isere
391,Communauté de Communes du Pays de lArbresle,5250,Sytraival
53823,Communauté dAgglomération de lOuest Rhodanien,5250,Sytraival
55613,Communauté de Communes Beaujolais Pierres Dorées,5250,Sytraival
55639,Communauté dAgglomération Villefranche Beaujolais Saône,5250,Sytraival
57583,Mâconnais Beaujolais Agglomération,5250,Sytraival
57720,Communauté de Communes Saône-beaujolais,5250,Sytraival
1612,Communauté de Communes du Plateau du Russey,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
183,Communauté de Communes du Grand Pontarlier,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
184,Communauté de Communes du Pays de Sancey-belleherbe,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
2313,Communauté de Communes des Portes du Haut-doubs,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
36567,Communauté de Communes du Pays de Maîche,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
45,Communauté de Communes du Val de Morteau,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
57483,Communauté de Communes des Lacs et Montagnes du Haut-doubs,5259,Préval Hd - Syndicat Mixte pour la Prévention et la Valorisation des Déchets du Haut Doubs
55963,Communauté de Communes de la Beauce Loirétaine,5263,Sirtom de la Région dArtenay
55964,Communauté de Communes de la Forêt,5263,Sirtom de la Région dArtenay
57382,Communauté de Communes Coeur de Beauce,5263,Sirtom de la Région dArtenay
55622,Cc du Haut Chablais,5270,Syndicat de Traitement des Ordures Ménagères du Chablais Stoc
57398,Communauté de Communes Pays dÉvian - Vallée dAbondance,5270,Syndicat de Traitement des Ordures Ménagères du Chablais Stoc
57722,Communauté dAgglomération Thonon Agglomération,5270,Syndicat de Traitement des Ordures Ménagères du Chablais Stoc
2136,Communauté de Communes du Pays des Lacs,5306,Sydom Syndicat Départemental de Traitement des Om du Jura
1162,Communauté de Communes des Montagnes du Giffre,5478,Sivom Region de Cluses
296,Cc Faucigny Glieres,5478,Sivom Region de Cluses
54025,Communauté de Communes Cluses-arve et Montagnes,5478,Sivom Region de Cluses
890,Communauté de Communes des Quatre Rivières,5478,Sivom Region de Cluses
56219,Communauté de Communes de Montaigne Montravel et Gurson,5484,Union des Syndicats pour le Traitement des Ordures Ménagères du Castillonnais et du Réolais
56281,Communauté de Communes du Pays Foyen,5484,Union des Syndicats pour le Traitement des Ordures Ménagères du Castillonnais et du Réolais
56351,Communauté de Communes du Réolais En Sud Gironde,5484,Union des Syndicats pour le Traitement des Ordures Ménagères du Castillonnais et du Réolais
6107,Communauté de Communes Castillon - Pujols,5484,Union des Syndicats pour le Traitement des Ordures Ménagères du Castillonnais et du Réolais
1196,Communauté de Communes Ardenne Rives de Meuse,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
1861,Communauté de Communes des Portes de Luxembourg,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
34363,Communauté de Communes de lArgonne Ardennaise,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
52984,Communauté dAgglomération Ardenne métropole,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
56230,Communauté de Communes Ardennes Thiérache,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
56432,Communauté de Communes du Pays Rethélois,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
57609,Communauté de Communes Vallées et Plateau dArdenne,5543,Valodea - Syndicat Mixte de Traitement des Déchets Ardennais
17741,Communauté dAgglomération Nord Basse-terre,5551,Syvade de la Guadeloupe
22163,Communauté de Communes de Marie-galante,5551,Syvade de la Guadeloupe
56357,Communauté dAgglomération Nord Grande-terre,5551,Syvade de la Guadeloupe
56625,Communauté dAgglomération Cap Excellence,5551,Syvade de la Guadeloupe
17670,Communauté de Communes du Pays des Sorgues et les Monts de Vaucluse,5560,Syndicat Mixte Pour la Valorisation des Déchets du Pays dAvignon
17672,Communauté de Communes Sorgues du Comtat,5560,Syndicat Mixte Pour la Valorisation des Déchets du Pays dAvignon
1403,Clermont Auvergne Métropole,5642,Syndicat de Valorisation et de Traitement des Ordures Menageres du Puy-de-dôme
1700,Sictom Issoire-brioude,5642,Syndicat de Valorisation et de Traitement des Ordures Menageres du Puy-de-dôme
57318,Communauté de Communes Ambert Livradois Forez,5642,Syndicat de Valorisation et de Traitement des Ordures Menageres du Puy-de-dôme
57368,Communauté de Communes Thiers Dore et Montagne,5642,Syndicat de Valorisation et de Traitement des Ordures Menageres du Puy-de-dôme
1677,Communauté de Communes du Gatinais en Bourgogne,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
334,Communauté de Communes de lAillantais,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
337,Communauté de Communes de la Vanne et du Pays dOthe,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
4511,Communauté de Communes du Jovinien,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
57590,Communauté dAgglomération de lAuxerrois,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
57591,Communauté de Communes Chablis, Villages et Terroirs,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
57593,Communauté de Communes Serein et Armance,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
61,Cc de lAgglomération Migennoise,5721,Sm Etudes pour la Valorisation et le Traitement des Déchets Ménagers et Assimilés du Centre Yonne
1056,Cc du Pays du Neubourg,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
188,Communauté de Communes du Pays de Conches,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
2302,Communauté de Communes Eure-madrie-seine,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
57836,Communauté dAgglomération Evreux Portes de Normandie,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
57837,Communauté dAgglomération Seine Normandie Agglomération,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
57842,Communauté de Communes Interco Normandie Sud Eure,5732,Setom (syndicat Etude Traitement Ordures Ménagères) de lEure
57820,Communauté de Communes du Pays de Honfleur-beuzeville,5734,Syndicat de Destruction des Ordures Ménagères de lOuest du Département de lEure (sdomode)
57838,Communauté de Communes de Pont-audemer / Val de Risle,5734,Syndicat de Destruction des Ordures Ménagères de lOuest du Département de lEure (sdomode)
57839,Communauté de Communes Lieuvin Pays dAuge,5734,Syndicat de Destruction des Ordures Ménagères de lOuest du Département de lEure (sdomode)
57840,Communauté de Communes Roumois Seine,5734,Syndicat de Destruction des Ordures Ménagères de lOuest du Département de lEure (sdomode)
57841,Communauté de Communes Intercom Bernay Terres de Normandie,5734,Syndicat de Destruction des Ordures Ménagères de lOuest du Département de lEure (sdomode)
1160,Communauté de Communes du Pays Rochois,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
11725,Communauté de Communes Rumilly Terre de Savoie,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
1931,Communauté de Communes du Genevois,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
31114,Communauté dAgglomération Annemasse-les Voirons-agglomération,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
3888,Cc du Pays Bellegardien,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
3946,Cc Arve et Salève,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
573,Cc de la Vallee Verte,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
57723,Communauté de Communes Usses et Rhône,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
78,Communauté dAgglomération du Pays de Gex,5774,Syndicat Mixte Intercommunal de Gestion des Déchets du Faucigny Genevois
1459,Communauté de Communes de la Région dYvetot,5780,Sevede
1877,Communauté de Communes Coeur Côte Fleurie,5780,Sevede
21275,Communauté de Communes Terre dAuge,5780,Sevede
34072,Communauté dAgglomération Caux Vallée de Seine,5780,Sevede
59607,Communauté Urbaine le Havre Seine Métropole,5780,Sevede
38495,Métropole Rouen Normandie,5796,Smedar Syndicat Mixte dElimination des Déchets de lArrondissement de Rouen
52549,Communauté dAgglomération de la Région Dieppoise,5796,Smedar Syndicat Mixte dElimination des Déchets de lArrondissement de Rouen
56732,Communauté de Communes Caux-Austreberthe,5796,Smedar Syndicat Mixte dElimination des Déchets de lArrondissement de Rouen
57915,Communauté de Communes Communauté Bray-eawy,5796,Smedar Syndicat Mixte dElimination des Déchets de lArrondissement de Rouen
57916,Communauté de Communes Inter-caux-vexin,5796,Smedar Syndicat Mixte dElimination des Déchets de lArrondissement de Rouen
3871,Communauté de Communes du Pays de Lumbres,5797,Syndicat Mixte Lys Audomarois
57595,Communauté dAgglomération du Pays de Saint-omer,5797,Syndicat Mixte Lys Audomarois
1217,Syctom de Saint Pierre le Moutier,5811,Sieeen
57571,Communauté de Communes Tannay-brinon-corbigny,5811,Sieeen
57573,Communauté de Communes Morvan Sommets et Grands Lacs,5811,Sieeen
57574,Communauté de Communes Haut Nivernais-val dYonne,5811,Sieeen
57575,Communauté de Communes Bazois Loire Morvan,5811,Sieeen
57576,Communauté de Communes Amognes Coeur du Nivernais,5811,Sieeen
739,Sictom dAvril, Fleury et Luthenay,5811,Sieeen
3956,Cc du Rouillacais,5839,Calitom
50630,Cc des 4 B,5839,Calitom
56437,Communauté de Communes Val de Charente,5839,Calitom
57893,Communauté dAgglomération du Grand Angoulême,5839,Calitom
57895,Communauté de Communes Coeur de Charente,5839,Calitom
57900,Communauté de Communes de Charente Limousine,5839,Calitom
57901,Communauté de Communes la Rochefoucauld - Porte du Périgord,5839,Calitom
57902,Communauté de Communes Lavalette Tude Dronne,5839,Calitom
57904,Communauté dAgglomération du Grand Cognac,5839,Calitom
395,Cc du Canton de Marcigny,5925,Smevom Charolais-Brionnais et Autunois
396,Cc du Canton Semur-en-brionnais,5925,Smevom Charolais-Brionnais et Autunois
57254,Communauté de Communes du Grand Charolais,5925,Smevom Charolais-Brionnais et Autunois
57584,Communauté de Communes Entre Arroux, Loire et Somme,5925,Smevom Charolais-Brionnais et Autunois
57585,Communauté de Communes la Clayette Chauffailles en Brionnais,5925,Smevom Charolais-Brionnais et Autunois
57587,Communauté de Communes du Grand Autunois Morvan,5925,Smevom Charolais-Brionnais et Autunois
3615,Communauté dAgglomération du Marsan,5929,Sictom du Marsan
3616,Communauté de Communes du Pays de Villeneuve En Armagnac Landais,5929,Sictom du Marsan
56068,Communauté de Communes des Landes dArmagnac,5929,Sictom du Marsan
6143,Communauté de Communes du Pays Grenadois,5929,Sictom du Marsan
1038,Communauté de Communes du Pays dUzerche,5934,Sirtom de la Region de Brive la Gaillarde
56404,Communauté dAgglomération du Bassin de Brive,5934,Sirtom de la Region de Brive la Gaillarde
57878,Communauté de Communes du Pays de Lubersac-pompadour,5934,Sirtom de la Region de Brive la Gaillarde
57881,Communauté de Communes Midi Corrézien,5934,Sirtom de la Region de Brive la Gaillarde
55856,Communauté de Communes Giennoises,5956,Smictom du Giennois
57805,Communauté de Communes Berry Loire Puisaye,5956,Smictom du Giennois
41207,Communauté de Communes de la Vallee de Chamonix-mont-blanc,5979,Sitom des Vallees du Mont-blanc
54045,Communauté de Communes Pays du Mont-blanc,5979,Sitom des Vallees du Mont-blanc
1132,Sivom du Haut-Comminges,6014,Systom des Pyrenees
195,Communauté de Communes du Volvestre,6014,Systom des Pyrenees
57251,Communauté de Communes Cagire Garonne Salat,6014,Systom des Pyrenees
57384,Communauté de Communes Couserans - Pyrénées,6014,Systom des Pyrenees
57757,Communauté de Communes Coeur de Garonne,6014,Systom des Pyrenees
1915,Communauté de Communes du District Urbain de Faulquemont,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
4045,Communauté de Communes du Warndt,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
4046,Communauté de Communes de Freyming-merlebach,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
442,Communauté dAgglomération de Forbach Porte de France,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
57631,Communauté dAgglomération Saint-avold Synergie,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
57632,Communauté dAgglomération Sarreguemines Confluences,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
57634,Communauté de Communes Houve - Pays Boulageois,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
57636,Communauté de Communes du Pays de Bitche,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
57645,Communauté de Communes de lAlsace Bossue,6030,Syndicat Mixte de Transport et de Traitement des Déchets de Moselle Est
1246,Communauté de Communes Entre Saône et Grosne,6031,Smet 71
2421,Communauté de Communes Sud Côte Chalonnaise,6031,Smet 71
2422,Sirtom de la Région de Chagny,6031,Smet 71
34,Sivom du Louhannais,6031,Smet 71
57589,Communauté de Communes Mâconnais - Tournugeois,6031,Smet 71
976,Communauté dAgglomération le Grand Chalon,6031,Smet 71
56523,Communauté de Communes du Causse de Labastide-Murat,6076,Symictom du Pays de Gourdon
56524,Communauté de Communes Cazals-Salviac,6076,Symictom du Pays de Gourdon
56525,Communauté de Communes Quercy-bouriane,6076,Symictom du Pays de Gourdon
2596,Communauté dAgglomération Grand Calais Terres et Mers,6098,Sevadec
460,Communauté de Communes de la Région dAudruicq,6098,Sevadec
57683,Communauté de Communes Pays dOpale,6098,Sevadec
4524,Communauté dAgglomération du Centre de la Martinique (Cacem),7304,Syndicat Martiniquais de Traitement et de Valorisation des Déchets (smtvd)
4857,Communauté dAgglomération du Pays Nord Martinique,7304,Syndicat Martiniquais de Traitement et de Valorisation des Déchets (smtvd)
4904,Communauté dAgglomération de lEspace Sud Martinique,7304,Syndicat Martiniquais de Traitement et de Valorisation des Déchets (smtvd)
1390,Communauté dAgglomération Grand Rodez,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
1672,Communauté de Communes Conques - Marcillac,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
1685,Communauté de Communes du Plateau de Montbazens,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
17910,Communauté de Communes Larzac et Vallées,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
17993,Communauté de Communes Aveyron Bas Ségala Viaur,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
2154,Communauté de Communes du Pays de Salars,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
2155,Communauté de Communes du Pays Rignacois,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
2341,Communauté de Communes Millau Grands Causses,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
23667,Communauté de Communes du Réquistanais,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
55411,Communauté de Communes de la Muse et des Raspes du Tarn,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57747,Communauté de Communes Decazeville Communauté,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57748,Communauté de Communes des Causses à lAubrac,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57749,Ouest Aveyron Communauté,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57750,Communauté de Communes Pays Segali,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57751,Communauté de Communes Monts, Rance et Rougier,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
57752,Communauté de Communes Saint Affricain, Roquefort, Sept Vallons,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
86,Communauté de Communes Lévézou-pareloup,7321,Syndicat Mixte Departemental pour le Traitement et la Valorisation des Dechets Menagers et Assimiles
54549,Communauté de Communes du Sud Artois,8309,Synd Mixte Artois Valorisation
57682,Communauté de Communes des Campagnes de lArtois,8309,Synd Mixte Artois Valorisation
950,Communauté Urbaine dArras,8309,Synd Mixte Artois Valorisation
57911,Communauté de Communes Terroir de Caux,9308,Smitvad
57913,Communauté de Communes Côte dAlbâtre,9308,Smitvad
57914,Communauté de Communes Plateau de Caux-doudeville-yerville,9308,Smitvad
1176,Communauté de Communes Quercy Caussadais,10211,Syndicat Départemental des Déchets du Tarn-et-garonne
2378,Communauté de Communes du Quercy Rouergue et des Gorges de lAveyron,10211,Syndicat Départemental des Déchets du Tarn-et-garonne
57763,Communauté de Communes Quercy Vert-aveyron,10211,Syndicat Départemental des Déchets du Tarn-et-garonne
1377,Communauté de Communes de la Plaine de lAin,11714,Organom
3889,Communauté de Communes de Miribel et du Plateau,11714,Organom
45255,Cc Rives de lAin Pays du Cerdon,11714,Organom
53905,Haut-bugey Agglomération,11714,Organom
57694,Communauté dAgglomération du Bassin de Bourg-en-bresse,11714,Organom
57695,Communauté de Communes de la Dombes,11714,Organom
57697,Communauté de Communes de la Veyle,11714,Organom
807,Communauté de Communes de la Côtière à Montluel,11714,Organom
57698,Communauté de Communes Bresse et Saône,11736,Syndicat Mixte de Crocu
11798,Cc du Rhone aux Gorges de lArdeche,11800,Sypp - Syndicat des Portes de Provence
11809,Cc Dieulefit Bourdeaux,11800,Sypp - Syndicat des Portes de Provence
53245,Montelimar Agglomeration,11800,Sypp - Syndicat des Portes de Provence
55630,Communauté de Communes Drome Sud Provence,11800,Sypp - Syndicat des Portes de Provence
55655,Communauté de Communes Enclave des Papes-pays de Grignan,11800,Sypp - Syndicat des Portes de Provence
57701,Communauté de Communes Ardèche Rhône Coiron,11800,Sypp - Syndicat des Portes de Provence
57708,Communauté de Communes des Baronnies en Drôme Provençale,11800,Sypp - Syndicat des Portes de Provence
1379,Communauté de Communes du Canton dOulchy le Chateau,11859,Valoraisne
15274,Grand Soissons Agglomération,11859,Valoraisne
15276,Communauté de Communes des Trois Rivières,11859,Valoraisne
1649,Communauté de Communes du Pays du Vermandois,11859,Valoraisne
2138,Communauté de Communes de la Thiérache du Centre,11859,Valoraisne
56381,Communauté de Communes du Val de lOise,11859,Valoraisne
57249,Communauté dAgglomération de la Région de Château-thierry,11859,Valoraisne
57250,Communauté de Communes Retz-En-Valois,11859,Valoraisne
57364,Communauté de Communes de la Thiérache Sambre et Oise,11859,Valoraisne
57487,Communauté dAgglomération du Saint-quentinois,11859,Valoraisne
57669,Communauté dAgglomération Chauny Tergnier la Fère,11859,Valoraisne
595,Communauté de Communes du Pays de la Serre,11859,Valoraisne
69,Communauté de Communes du Val de lAisne,11859,Valoraisne
55816,Communauté de Communes Coeur de Sologne,11959,Smictom de Sologne
55817,Communauté de Communes de la Sologne des Rivières,11959,Smictom de Sologne
55818,Communauté de Communes des Portes de Sologne,11959,Smictom de Sologne
56593,Communauté de Communes du Romorantinais et du Monestois,11959,Smictom de Sologne
1185,Communauté de Communes du Pays-de-mortagne,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
1481,Communauté de Communes du Pays des Herbiers,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
1482,Communauté de Communes Ocean Marais de Monts,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
1967,Communauté de Communes de lIle de Noirmoutier,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
49,Communauté de Communes du Pays des Achards,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
52,la Roche sur Yon Agglomération,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
5364,Communauté de Communes du Pays de St Gilles Croix de Vie,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57261,Communauté de Communes de Vie-et-boulogne,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57371,Communauté de Communes Challans-gois Communauté,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57492,Communauté de Communes Vendée Grand Littoral,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57493,Communauté dAgglomération les Sables-dolonne Agglomération,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57494,Communauté de Communes Sud Vendée Littoral,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
57582,Communauté de Communes Terres de Montaigu,11979,Syndicat Mixte Départemental dÉtudes et de Traitement des Déchets Ménagers et Assimilés de la Vendé
1276,Communauté de Communes du Pays Morcenais,15094,Syndicat dElimination des Déchets de la Haute Lande
56382,Communauté de Communes de la Haute Somme,15277,Synd Mixte Trait Ordures Menag Santerre
57298,Communauté de Communes du Grand Roye,15277,Synd Mixte Trait Ordures Menag Santerre
